abyssal_blade | [s] None => 4511 | [h] None => 4ce61c10e0 | 2023-11-16 13:28:40 (UTC+3)
shivas_guard CN | [s] 5400 => 7170 | [h] c6c80061e8 => 7bacb050f1 | 2024-05-23 03:32:45 (UTC+3)
silver_edge CN | [s] 4235 => 5645 | [h] 32cdd7e6be => a30976c4d2 | 2024-05-23 03:32:45 (UTC+3)
skadi CN | [s] 3974 => 5240 | [h] e40e764b21 => fb481bc526 | 2024-05-23 03:32:45 (UTC+3)
slime_vial CN | [s] 2983 => 4177 | [h] d6f72ae13a => 597e5f1827 | 2024-05-23 03:32:45 (UTC+3)
slippers CN | [s] 2147 => 2837 | [h] f0119914b2 => 3cc4b4a780 | 2024-05-23 03:32:45 (UTC+3)
smoke_of_deceit CN | [s] 3927 => 4977 | [h] a603c3519f => 72be4a48bf | 2024-05-23 03:32:45 (UTC+3)
sobi_mask CN | [s] 2158 => 2848 | [h] 93369b25be => 04fbbd0200 | 2024-05-23 03:32:45 (UTC+3)
solar_crest CN | [s] 4033 => 5315 | [h] 1c3b296b1f => 047622acfb | 2024-05-23 03:32:45 (UTC+3)
soul_booster CN | [s] 2230 => 2992 | [h] e2b9998f7b => 0aa0ce4e0e | 2024-05-23 03:32:45 (UTC+3)
soul_ring CN | [s] 3246 => 4224 | [h] 887c79f349 => f64bb370ad | 2024-05-23 03:32:45 (UTC+3)
spark_of_courage CN | [s] 2517 => 3351 | [h] 27c74f6855 => afed7e2156 | 2024-05-23 03:32:45 (UTC+3)
specialists_array CN | [s] 3164 => 4142 | [h] 319ba15d99 => 2c2463dbb8 | 2024-05-23 03:32:45 (UTC+3)
spell_prism CN | [s] 2651 => 3485 | [h] f9e038e05f => 240dcd4f29 | 2024-05-23 03:32:45 (UTC+3)
sphere CN | [s] 3328 => 4322 | [h] 28bcc94869 => 5d3bbc5023 | 2024-05-23 03:32:45 (UTC+3)
spider_legs CN | [s] 2901 => 3807 | [h] 046fe9a706 => 62708ba67d | 2024-05-23 03:32:45 (UTC+3)
spirit_vessel CN | [s] 4542 => 5968 | [h] adc302feb4 => c8c381f492 | 2024-05-23 03:32:45 (UTC+3)
spy_gadget CN | [s] 3027 => 3933 | [h] f6d1d771ae => 8e63ff7e6c | 2024-05-23 03:32:45 (UTC+3)
staff_of_wizardry CN | [s] 2142 => 2832 | [h] fb9e598758 => 9ea1bd82ba | 2024-05-23 03:32:45 (UTC+3)
star_mace CN | [s] 3029 => 4079 | [h] ba98d8af6e => 75915b7961 | 2024-05-23 03:32:45 (UTC+3)
stormcrafter CN | [s] 3450 => 4644 | [h] f6850bee34 => 076deed0d1 | 2024-05-23 03:32:45 (UTC+3)
stout_shield CN | [s] 2808 => 3642 | [h] dd3d57bd3f => ddba2427de | 2024-05-23 03:32:45 (UTC+3)
super_blink CN | [s] 2442 => 3204 | [h] 3709405f4a => 3f1c7fb0c6 | 2024-05-23 03:32:45 (UTC+3)
talisman_of_evasion CN | [s] 2213 => 2903 | [h] c9c767ad86 => 31d11b490b | 2024-05-23 03:32:45 (UTC+3)
tango CN | [s] 2908 => 3742 | [h] def1665e44 => 065402c93d | 2024-05-23 03:32:45 (UTC+3)
tango_single CN | [s] 2694 => 3528 | [h] c11dab8970 => eb8ca2a8e3 | 2024-05-23 03:32:45 (UTC+3)
the_leveller CN | [s] 2475 => 3309 | [h] ffdb985f26 => a3461fb08e | 2024-05-23 03:32:45 (UTC+3)
third_eye CN | [s] 2795 => 3629 | [h] b282fe924b => b8a2a5276a | 2024-05-23 03:32:45 (UTC+3)
tiara_of_selemene CN | [s] 2079 => 2769 | [h] cd66398db1 => bb5bdd3104 | 2024-05-23 03:32:45 (UTC+3)
tier1_token CN | [s] 2163 => 2781 | [h] da1d5a954e => 74ef729810 | 2024-05-23 03:32:45 (UTC+3)
tier2_token CN | [s] 2163 => 2781 | [h] e2c06a39a1 => 7be5323259 | 2024-05-23 03:32:45 (UTC+3)
tier3_token CN | [s] 2163 => 2781 | [h] ab33896f1a => 36cc712133 | 2024-05-23 03:32:45 (UTC+3)
tier4_token CN | [s] 2163 => 2781 | [h] 986561d81b => 750865f5b9 | 2024-05-23 03:32:45 (UTC+3)
tier5_token CN | [s] 2163 => 2781 | [h] c22b423893 => db8f3a6e58 | 2024-05-23 03:32:45 (UTC+3)
timeless_relic CN | [s] 2434 => 3196 | [h] c2596a65bf => 01fbf527f6 | 2024-05-23 03:32:45 (UTC+3)
titan_sliver CN | [s] 2725 => 3559 | [h] aef9d63490 => 0cfca6c97f | 2024-05-23 03:32:45 (UTC+3)
tome_of_aghanim CN | [s] 2253 => 2943 | [h] ff3671db12 => f00842c8c8 | 2024-05-23 03:32:45 (UTC+3)
tome_of_knowledge CN | [s] 2627 => 3389 | [h] cd70ef293d => e4a03dccf8 | 2024-05-23 03:32:45 (UTC+3)
tome_of_omniscience CN | [s] 2272 => 3106 | [h] cf524a7d94 => 25f03e7788 | 2024-05-23 03:32:45 (UTC+3)
tpscroll CN | [s] 3142 => 4048 | [h] acf7ae724e => 1f6bfab282 | 2024-05-23 03:32:45 (UTC+3)
tranquil_boots CN | [s] 3950 => 5288 | [h] 26f4c0eb83 => 4eeb4dc79d | 2024-05-23 03:32:45 (UTC+3)
travel_boots CN | [s] 2942 => 3848 | [h] b9687cf16a => c52a411593 | 2024-05-23 03:32:45 (UTC+3)
travel_boots_2 CN | [s] 3208 => 4186 | [h] f92cc1b310 => 0be2e7eaff | 2024-05-23 03:32:45 (UTC+3)
trickster_cloak CN | [s] 2582 => 3416 | [h] 56cda7910d => 0b3fb3c0a8 | 2024-05-23 03:32:45 (UTC+3)
trident CN | [s] 3565 => 4906 | [h] 162172b133 => efd71317fa | 2024-05-23 03:32:45 (UTC+3)
trusty_shovel CN | [s] 3326 => 4232 | [h] ac731ba01f => 1e0cb341b7 | 2024-05-23 03:32:45 (UTC+3)
turtle_shell CN | [s] 2587 => 3421 | [h] 678540225c => ebdc4731ef | 2024-05-23 03:32:45 (UTC+3)
ultimate_orb CN | [s] 2107 => 2797 | [h] e203682733 => 7c0f910eed | 2024-05-23 03:32:45 (UTC+3)
ultimate_scepter CN | [s] 2600 => 3434 | [h] 33bb083d49 => 68c645961b | 2024-05-23 03:32:45 (UTC+3)
ultimate_scepter_2 CN | [s] 2174 => 2792 | [h] 64451b49e2 => d3e6770dd9 | 2024-05-23 03:32:45 (UTC+3)
ultimate_scepter_roshan CN | [s] 2194 => 2812 | [h] f4b3a09e8e => 98b5a75219 | 2024-05-23 03:32:45 (UTC+3)
unstable_wand CN | [s] 2541 => 3303 | [h] df5a2123ad => f0ed64fcf8 | 2024-05-23 03:32:45 (UTC+3)
unwavering_condition CN | [s] 2386 => 3148 | [h] 12914d8d3f => ce685dbfbc | 2024-05-23 03:32:45 (UTC+3)
urn_of_shadows CN | [s] 4103 => 5313 | [h] 078c85095a => d11a2ef85b | 2024-05-23 03:32:45 (UTC+3)
vambrace CN | [s] 3267 => 4245 | [h] 0b8c1e0214 => ef3211d920 | 2024-05-23 03:32:45 (UTC+3)
vampire_fangs CN | [s] 2564 => 3470 | [h] bb094b3ba2 => 5e5cc23ddc | 2024-05-23 03:32:45 (UTC+3)
vanguard CN | [s] 3089 => 4067 | [h] 355dfadc4f => 8c5244c74c | 2024-05-23 03:32:45 (UTC+3)
veil_of_discord CN | [s] 3123 => 4173 | [h] def23bbcf3 => 0758f2f327 | 2024-05-23 03:32:45 (UTC+3)
vengeances_shadow CN | [s] 2992 => 3970 | [h] 8e33f0b5e3 => 0af22a9061 | 2024-05-23 03:32:45 (UTC+3)
venom_gland CN | [s] 2681 => 3659 | [h] bbf59ce34b => 1065f5fa12 | 2024-05-23 03:32:45 (UTC+3)
vindicators_axe CN | [s] 2680 => 3586 | [h] f4dafe9d06 => 73f6f11559 | 2024-05-23 03:32:45 (UTC+3)
vitality_booster CN | [s] 2142 => 2832 | [h] c3ba4738d2 => c2661094a9 | 2024-05-23 03:32:45 (UTC+3)
vladmir CN | [s] 3609 => 4803 | [h] fbb54362cf => 1b1cff838e | 2024-05-23 03:32:45 (UTC+3)
void_stone CN | [s] 2204 => 2894 | [h] 4f7ea14cd2 => 6d6269e8dc | 2024-05-23 03:32:45 (UTC+3)
voodoo_mask CN | [s] 2633 => 3323 | [h] 0a7c87e4c3 => 6feb5a3bc9 | 2024-05-23 03:32:45 (UTC+3)
wand_of_sanctitude CN | [s] 2683 => 3733 | [h] 3ecbe1d43d => 8c894ff18d | 2024-05-23 03:32:45 (UTC+3)
wand_of_the_brine CN | [s] 3166 => 4216 | [h] 004e68135f => 6344dc98a9 | 2024-05-23 03:32:45 (UTC+3)
ward_dispenser CN | [s] 4360 => 5768 | [h] fbb821496e => 7690ff6cea | 2024-05-23 03:32:45 (UTC+3)
ward_observer CN | [s] 3104 => 3954 | [h] 685be6f2c2 => 2a65e0e5cb | 2024-05-23 03:32:45 (UTC+3)
ward_sentry CN | [s] 3359 => 4277 | [h] 1d8d83909f => 8acdb5fa8b | 2024-05-23 03:32:45 (UTC+3)
warhammer CN | [s] 2624 => 3530 | [h] 512f665ad2 => 9ea1d2dd41 | 2024-05-23 03:32:45 (UTC+3)
whisper_of_the_dread CN | [s] 2518 => 3352 | [h] 3206f14753 => 8087087deb | 2024-05-23 03:32:45 (UTC+3)
wind_lace CN | [s] 2248 => 2938 | [h] 6900be2a16 => 7632497d92 | 2024-05-23 03:32:45 (UTC+3)
wind_waker CN | [s] 3929 => 4922 | [h] 4c57dc4c1d => 34340c84a5 | 2024-05-23 03:32:45 (UTC+3)
witch_blade CN | [s] 3595 => 4789 | [h] ca6b2072a6 => 2ad4043632 | 2024-05-23 03:32:45 (UTC+3)
witches_switch CN | [s] 3319 => 4441 | [h] 91adc958df => accbe1670c | 2024-05-23 03:32:45 (UTC+3)
witless_shako CN | [s] 2399 => 3161 | [h] ab1f8465b8 => ff177331d8 | 2024-05-23 03:32:45 (UTC+3)
wizard_glass CN | [s] 2745 => 3723 | [h] 39609b70d1 => 32221f1724 | 2024-05-23 03:32:45 (UTC+3)
woodland_striders CN | [s] 3008 => 3914 | [h] f5a992df7d => 865e81da61 | 2024-05-23 03:32:45 (UTC+3)
wraith_band CN | [s] 2890 => 3940 | [h] 7154682c5a => 2dd0ec4543 | 2024-05-23 03:32:45 (UTC+3)
wraith_pact CN | [s] 4767 => 6177 | [h] 86aa26bcda => 09617faf0c | 2024-05-23 03:32:45 (UTC+3)
yasha CN | [s] 2608 => 3442 | [h] bb4c4cf24d => 530087c063 | 2024-05-23 03:32:45 (UTC+3)
yasha_and_kaya CN | [s] 3094 => 4460 | [h] 32ad1dbb9e => d44df3e04a | 2024-05-23 03:32:45 (UTC+3)
eternal_shroud CN | [h] d76db9c800 => a630df82dc | 2024-05-27 08:19:44 (UTC+3)
eternal_shroud | [h] b3b099722b => 1f20eec483 | 2024-05-27 08:19:58 (UTC+3)
grisgris | [s] 3164 => 3207 | [h] 792d674c80 => 6948f73f96 | 2024-05-27 08:19:58 (UTC+3)
grisgris CN | [s] 3412 => 3252 | [h] e1774da407 => 07ea1d4457 | 2024-05-29 02:18:01 (UTC+3)
aghanims_shard_roshan | [s] 2728 => 2727 | [h] a3e2409bb5 => 173bdb7d37 | 2024-05-30 03:33:11 (UTC+3)
black_grimoire | [s] 2937 => 2942 | [h] 94c82fbccf => 1dc9d1d540 | 2024-05-30 03:33:11 (UTC+3)
bloodthorn | [s] 5596 => 5595 | [h] 8dc5967341 => a9670d596f | 2024-05-30 03:33:11 (UTC+3)
bottle | [s] 4951 => 4950 | [h] 4c13d450b7 => 14aefa6f1c | 2024-05-30 03:33:11 (UTC+3)
branches | [s] 3082 => 3081 | [h] 24a59579cd => 26508267ec | 2024-05-30 03:33:11 (UTC+3)
clarity | [s] 3118 => 3117 | [h] 0393637fed => 7a96b48c45 | 2024-05-30 03:33:11 (UTC+3)
cyclone | [s] 4204 => 4203 | [h] 04bbd3c5c1 => dbb5e5d045 | 2024-05-30 03:33:11 (UTC+3)
diffusal_blade | [s] 4941 => 4940 | [h] 3359c6a2bd => 726e58f274 | 2024-05-30 03:33:11 (UTC+3)
disperser | [s] 5886 => 5885 | [h] c299672371 => 32c02af2e7 | 2024-05-30 03:33:11 (UTC+3)
elixer | [s] 3252 => 3251 | [h] 73e5dd5b8f => 3efd4e1559 | 2024-05-30 03:33:11 (UTC+3)
enchanted_mango | [s] 3097 => 3096 | [h] 03bea8146d => 7056296468 | 2024-05-30 03:33:11 (UTC+3)
ethereal_blade | [s] 6039 => 6038 | [h] f70c45ce89 => 5ea696f8aa | 2024-05-30 03:33:11 (UTC+3)
famango | [s] 2815 => 2814 | [h] 8c14e96cc9 => 37fab98f21 | 2024-05-30 03:33:11 (UTC+3)
flask | [s] 3409 => 3408 | [h] 683b86653f => f51d3d730f | 2024-05-30 03:33:11 (UTC+3)
great_famango | [s] 2827 => 2826 | [h] 5084c0df4c => 1141983f20 | 2024-05-30 03:33:11 (UTC+3)
greater_famango | [s] 2831 => 2830 | [h] 86fb2efc3e => 7d5d34d80c | 2024-05-30 03:33:11 (UTC+3)
gungir | [s] 5923 => 5922 | [h] cc4d09c9a2 => 6ac6948605 | 2024-05-30 03:33:11 (UTC+3)
hand_of_midas | [s] 3607 => 3606 | [h] 0f95f97409 => 748d2ea4ae | 2024-05-30 03:33:11 (UTC+3)
heavens_halberd | [s] 4050 => 4049 | [h] 50b824de75 => 0c0bbba2cd | 2024-05-30 03:33:11 (UTC+3)
helm_of_the_dominator | [s] 6062 => 6061 | [h] 8b2e2f8fab => b74460bf0e | 2024-05-30 03:33:11 (UTC+3)
helm_of_the_overlord | [s] 5982 => 5981 | [h] 8d36113e72 => 31cf446b1b | 2024-05-30 03:33:11 (UTC+3)
horizon | [s] 3065 => 3063 | [h] 590a928ecd => a14e2fa8ed | 2024-05-30 03:33:11 (UTC+3)
ironwood_tree | [s] 3041 => 3040 | [h] c86d5f51bc => ef646b07ac | 2024-05-30 03:33:11 (UTC+3)
lotus_orb | [s] 3918 => 3916 | [h] 8dd2c50018 => 4020a5403a | 2024-05-30 03:33:11 (UTC+3)
mjollnir | [s] 7214 => 7213 | [h] b820d4664e => 7f3523274a | 2024-05-30 03:33:11 (UTC+3)
orchid | [s] 4270 => 4269 | [h] cf2bd3721c => e392a2b1e6 | 2024-05-30 03:33:11 (UTC+3)
pavise | [s] 3665 => 3664 | [h] 81411be6cd => ac18f52d71 | 2024-05-30 03:33:11 (UTC+3)
rod_of_atos | [s] 3252 => 3251 | [h] cc3ac8377b => 5c936f4f10 | 2024-05-30 03:33:11 (UTC+3)
roshans_banner | [s] 4159 => 4160 | [h] 02f6960455 => 20e1d2c1c2 | 2024-05-30 03:33:11 (UTC+3)
shadow_amulet | [s] 3261 => 3260 | [h] bf6e43a249 => 20897edaa2 | 2024-05-30 03:33:11 (UTC+3)
sheepstick | [s] 4004 => 4003 | [h] d9f65c0b50 => fa1569a07e | 2024-05-30 03:33:11 (UTC+3)
solar_crest | [s] 4971 => 4970 | [h] 082a88b3c3 => f8971afda3 | 2024-05-30 03:33:11 (UTC+3)
sphere | [s] 4093 => 4092 | [h] e1e4982e69 => de814743cd | 2024-05-30 03:33:11 (UTC+3)
ward_dispenser | [s] 5396 => 5395 | [h] c3d0266de6 => 5cbd3b0664 | 2024-05-30 03:33:11 (UTC+3)
ward_observer | [s] 3643 => 3642 | [h] e6788e4784 => e4768ed4d6 | 2024-05-30 03:33:11 (UTC+3)
wind_waker | [s] 4388 => 4387 | [h] 83df2993f6 => 0374d6c43f | 2024-05-30 03:33:11 (UTC+3)
aghanims_shard_roshan CN | [s] 3008 => 2934 | [h] f59549a34c => 0e07067096 | 2024-05-30 03:36:48 (UTC+3)
black_grimoire CN | [s] 3173 => 2982 | [h] 64b8af12ce => 0550b6cb89 | 2024-05-30 03:36:48 (UTC+3)
bloodthorn CN | [s] 5932 => 5708 | [h] 5525b936eb => df66ea47b0 | 2024-05-30 03:36:48 (UTC+3)
bottle CN | [s] 5617 => 5264 | [h] b48cfdb024 => 6f1d28cbeb | 2024-05-30 03:36:48 (UTC+3)
branches CN | [s] 3280 => 3217 | [h] d9e3f2c8c7 => d02c2fe0c6 | 2024-05-30 03:36:48 (UTC+3)
clarity CN | [s] 3283 => 3180 | [h] b2b7e3d56b => bbb5fdd670 | 2024-05-30 03:36:48 (UTC+3)
cyclone CN | [s] 4734 => 4526 | [h] 52d4b77e0c => ff7576be27 | 2024-05-30 03:36:48 (UTC+3)
diffusal_blade CN | [s] 5375 => 5028 | [h] 92a0b7fa69 => 2eb6c005a7 | 2024-05-30 03:36:48 (UTC+3)
disperser CN | [s] 6451 => 5924 | [h] db448f5fc3 => 7025b68958 | 2024-05-30 03:36:48 (UTC+3)
elixer CN | [s] 3400 => 3299 | [h] c528273727 => 48244b981d | 2024-05-30 03:36:48 (UTC+3)
enchanted_mango CN | [s] 3339 => 3289 | [h] e9aee5935d => ebd66db136 | 2024-05-30 03:36:48 (UTC+3)
ethereal_blade CN | [s] 6606 => 6355 | [h] 3dbec31a15 => fc71bf10f9 | 2024-05-30 03:36:48 (UTC+3)
famango CN | [s] 2980 => 2923 | [h] 7b25315a3f => 442a333733 | 2024-05-30 03:36:48 (UTC+3)
flask CN | [s] 3634 => 3504 | [h] fea9053bf6 => 39b1f8c0af | 2024-05-30 03:36:48 (UTC+3)
great_famango CN | [s] 2992 => 2935 | [h] 8b2467f388 => e1b12f00e5 | 2024-05-30 03:36:48 (UTC+3)
greater_famango CN | [s] 3000 => 2943 | [h] 9a74357d0a => 50c7a35037 | 2024-05-30 03:36:48 (UTC+3)
grisgris CN | [s] 3252 => 3484 | [h] 07ea1d4457 => 597a0e29f3 | 2024-05-30 03:36:48 (UTC+3)
gungir CN | [s] 6305 => 6073 | [h] 490c780c3f => 65bbb2e840 | 2024-05-30 03:36:48 (UTC+3)
hand_of_midas CN | [s] 4114 => 3943 | [h] f62826080c => bb2abaa32a | 2024-05-30 03:36:48 (UTC+3)
heavens_halberd CN | [s] 4253 => 4190 | [h] ba7b8e42f7 => b32d7e1142 | 2024-05-30 03:36:48 (UTC+3)
helm_of_the_dominator CN | [s] 6745 => 6326 | [h] 2bd8738248 => ff622a5dcf | 2024-05-30 03:36:48 (UTC+3)
helm_of_the_overlord CN | [s] 6581 => 6143 | [h] 32994eccf2 => 3a4830792a | 2024-05-30 03:36:48 (UTC+3)
horizon CN | [s] 3185 => 3098 | [h] 95168f83d3 => b352e0b89a | 2024-05-30 03:36:48 (UTC+3)
ironwood_tree CN | [s] 3191 => 3128 | [h] 48c0969278 => dd4be444d6 | 2024-05-30 03:36:48 (UTC+3)
lotus_orb CN | [s] 4229 => 4032 | [h] fb48de0642 => 696fe43e31 | 2024-05-30 03:36:48 (UTC+3)
mjollnir CN | [s] 7906 => 7556 | [h] 8b146f1c18 => eddfa3c32c | 2024-05-30 03:36:48 (UTC+3)
orchid CN | [s] 4394 => 4319 | [h] aa676d6c37 => e7d962c4ee | 2024-05-30 03:36:48 (UTC+3)
pavise CN | [s] 3789 => 3700 | [h] b7364c7a7d => 9fe6ef91b4 | 2024-05-30 03:36:48 (UTC+3)
rod_of_atos CN | [s] 3426 => 3387 | [h] 3a5fe29db2 => 08ac7f994c | 2024-05-30 03:36:48 (UTC+3)
roshans_banner CN | [s] 4374 => 4221 | [h] 0f1f217897 => 7508b36ba3 | 2024-05-30 03:36:48 (UTC+3)
shadow_amulet CN | [s] 3539 => 3368 | [h] a1ea8e3c42 => d0e9e06f43 | 2024-05-30 03:36:48 (UTC+3)
sheepstick CN | [s] 4365 => 4222 | [h] 4add1a44f3 => 7186130068 | 2024-05-30 03:36:48 (UTC+3)
solar_crest CN | [s] 5315 => 5092 | [h] 047622acfb => 6dfeea4a00 | 2024-05-30 03:36:48 (UTC+3)
sphere CN | [s] 4322 => 4205 | [h] 5d3bbc5023 => b4afc762d8 | 2024-05-30 03:36:48 (UTC+3)
ward_dispenser CN | [s] 5768 => 5688 | [h] 7690ff6cea => af51f3da0f | 2024-05-30 03:36:48 (UTC+3)
ward_observer CN | [s] 3954 => 3769 | [h] 2a65e0e5cb => a93277970e | 2024-05-30 03:36:48 (UTC+3)
wind_waker CN | [s] 4922 => 4693 | [h] 34340c84a5 => b46fbb419f | 2024-05-30 03:36:48 (UTC+3)
black_grimoire | [s] 2942 => 2955 | [h] 1dc9d1d540 => 969bb0f176 | 2024-05-31 00:18:38 (UTC+3)
grisgris | [s] 3207 => 3220 | [h] 6948f73f96 => 0d2b883a03 | 2024-05-31 00:18:38 (UTC+3)
aghanims_shard_roshan CN | [s] 2934 => 3008 | [h] 0e07067096 => f59549a34c | 2024-05-31 00:23:05 (UTC+3)
black_grimoire CN | [s] 2982 => 3204 | [h] 0550b6cb89 => 7154f7265e | 2024-05-31 00:23:05 (UTC+3)
bloodthorn CN | [s] 5708 => 5932 | [h] df66ea47b0 => 5525b936eb | 2024-05-31 00:23:05 (UTC+3)
bottle CN | [s] 5264 => 5617 | [h] 6f1d28cbeb => b48cfdb024 | 2024-05-31 00:23:05 (UTC+3)
branches CN | [s] 3217 => 3280 | [h] d02c2fe0c6 => d9e3f2c8c7 | 2024-05-31 00:23:05 (UTC+3)
clarity CN | [s] 3180 => 3283 | [h] bbb5fdd670 => b2b7e3d56b | 2024-05-31 00:23:05 (UTC+3)
cyclone CN | [s] 4526 => 4734 | [h] ff7576be27 => 52d4b77e0c | 2024-05-31 00:23:05 (UTC+3)
diffusal_blade CN | [s] 5028 => 5375 | [h] 2eb6c005a7 => 92a0b7fa69 | 2024-05-31 00:23:05 (UTC+3)
disperser CN | [s] 5924 => 6451 | [h] 7025b68958 => db448f5fc3 | 2024-05-31 00:23:05 (UTC+3)
elixer CN | [s] 3299 => 3400 | [h] 48244b981d => c528273727 | 2024-05-31 00:23:05 (UTC+3)
enchanted_mango CN | [s] 3289 => 3339 | [h] ebd66db136 => e9aee5935d | 2024-05-31 00:23:05 (UTC+3)
ethereal_blade CN | [s] 6355 => 6606 | [h] fc71bf10f9 => 3dbec31a15 | 2024-05-31 00:23:05 (UTC+3)
famango CN | [s] 2923 => 2980 | [h] 442a333733 => 7b25315a3f | 2024-05-31 00:23:05 (UTC+3)
flask CN | [s] 3504 => 3634 | [h] 39b1f8c0af => fea9053bf6 | 2024-05-31 00:23:05 (UTC+3)
great_famango CN | [s] 2935 => 2992 | [h] e1b12f00e5 => 8b2467f388 | 2024-05-31 00:23:05 (UTC+3)
greater_famango CN | [s] 2943 => 3000 | [h] 50c7a35037 => 9a74357d0a | 2024-05-31 00:23:05 (UTC+3)
grisgris CN | [s] 3484 => 3497 | [h] 597a0e29f3 => 4e00517521 | 2024-05-31 00:23:05 (UTC+3)
gungir CN | [s] 6073 => 6305 | [h] 65bbb2e840 => 490c780c3f | 2024-05-31 00:23:05 (UTC+3)
hand_of_midas CN | [s] 3943 => 4114 | [h] bb2abaa32a => f62826080c | 2024-05-31 00:23:05 (UTC+3)
heavens_halberd CN | [s] 4190 => 4253 | [h] b32d7e1142 => ba7b8e42f7 | 2024-05-31 00:23:05 (UTC+3)
helm_of_the_dominator CN | [s] 6326 => 6745 | [h] ff622a5dcf => 2bd8738248 | 2024-05-31 00:23:05 (UTC+3)
helm_of_the_overlord CN | [s] 6143 => 6581 | [h] 3a4830792a => 32994eccf2 | 2024-05-31 00:23:05 (UTC+3)
horizon CN | [s] 3098 => 3185 | [h] b352e0b89a => 95168f83d3 | 2024-05-31 00:23:05 (UTC+3)
ironwood_tree CN | [s] 3128 => 3191 | [h] dd4be444d6 => 48c0969278 | 2024-05-31 00:23:05 (UTC+3)
lotus_orb CN | [s] 4032 => 4229 | [h] 696fe43e31 => fb48de0642 | 2024-05-31 00:23:05 (UTC+3)
mjollnir CN | [s] 7556 => 7906 | [h] eddfa3c32c => 8b146f1c18 | 2024-05-31 00:23:05 (UTC+3)
orchid CN | [s] 4319 => 4394 | [h] e7d962c4ee => aa676d6c37 | 2024-05-31 00:23:05 (UTC+3)
pavise CN | [s] 3700 => 3789 | [h] 9fe6ef91b4 => b7364c7a7d | 2024-05-31 00:23:05 (UTC+3)
rod_of_atos CN | [s] 3387 => 3426 | [h] 08ac7f994c => 3a5fe29db2 | 2024-05-31 00:23:05 (UTC+3)
roshans_banner CN | [s] 4221 => 4380 | [h] 7508b36ba3 => 314faad909 | 2024-05-31 00:23:05 (UTC+3)
shadow_amulet CN | [s] 3368 => 3539 | [h] d0e9e06f43 => a1ea8e3c42 | 2024-05-31 00:23:05 (UTC+3)
sheepstick CN | [s] 4222 => 4365 | [h] 7186130068 => 4add1a44f3 | 2024-05-31 00:23:05 (UTC+3)
solar_crest CN | [s] 5092 => 5315 | [h] 6dfeea4a00 => 047622acfb | 2024-05-31 00:23:05 (UTC+3)
sphere CN | [s] 4205 => 4322 | [h] b4afc762d8 => 5d3bbc5023 | 2024-05-31 00:23:05 (UTC+3)
ward_dispenser CN | [s] 5688 => 5768 | [h] af51f3da0f => 7690ff6cea | 2024-05-31 00:23:05 (UTC+3)
ward_observer CN | [s] 3769 => 3954 | [h] a93277970e => 2a65e0e5cb | 2024-05-31 00:23:05 (UTC+3)
wind_waker CN | [s] 4693 => 4922 | [h] b46fbb419f => 34340c84a5 | 2024-05-31 00:23:05 (UTC+3)
armlet | [s] 5390 => 5338 | [h] a93d4251c8 => 517ba7da15 | 2024-06-06 05:10:03 (UTC+3)
blade_mail | [h] 50be5e13bf => 5e74fb045d | 2024-06-06 05:10:03 (UTC+3)
bloodstone | [h] 2e7cf7256f => e96b885a6f | 2024-06-06 05:10:03 (UTC+3)
crimson_guard | [s] 5692 => 5691 | [h] 5c6f93cadc => cfbcbf6da5 | 2024-06-06 05:10:03 (UTC+3)
eternal_shroud | [h] 1f20eec483 => 6a7594d8c5 | 2024-06-06 05:10:03 (UTC+3)
glimmer_cape | [s] 4094 => 4092 | [h] a9c4da8c14 => 659f179327 | 2024-06-06 05:10:03 (UTC+3)
havoc_hammer | [h] 3a505749e1 => 5a13cd9189 | 2024-06-06 05:10:03 (UTC+3)
helm_of_the_dominator | [s] 6061 => 6076 | [h] b74460bf0e => 5108bf8a59 | 2024-06-06 05:10:03 (UTC+3)
helm_of_the_overlord | [s] 5981 => 5997 | [h] 31cf446b1b => 30d3f20dbb | 2024-06-06 05:10:03 (UTC+3)
holy_locket | [h] 6d66294cfb => 1bf6cd93c1 | 2024-06-06 05:10:03 (UTC+3)
nullifier | [s] 4281 => 4304 | [h] fd82e5fcc3 => da8dbac360 | 2024-06-06 05:10:03 (UTC+3)
octarine_core | [h] 85a6475048 => da028aa7c1 | 2024-06-06 05:10:03 (UTC+3)
orb_of_destruction | [h] 064b60be98 => 527339356f | 2024-06-06 05:10:03 (UTC+3)
paladin_sword | [h] 04f98013f5 => ed61a04a63 | 2024-06-06 05:10:03 (UTC+3)
recipe_blade_mail | [h] f95f5d001f => e5ae69c485 | 2024-06-06 05:10:03 (UTC+3)
recipe_holy_locket | [h] 8e54236339 => 183bd92f9c | 2024-06-06 05:10:03 (UTC+3)
veil_of_discord | [s] 3983 => 4021 | [h] 865af2b44e => 9b5922c42c | 2024-06-06 05:10:03 (UTC+3)
wind_waker | [h] 0374d6c43f => 3fa2d97bff | 2024-06-06 05:10:03 (UTC+3)
arcane_ring | [h] e6dc094a3b => e048b6a6b6 | 2024-06-06 05:10:04 (UTC+3)
ascetic_cap | [h] 0234a8854b => 2f2b3da789 | 2024-06-06 05:10:04 (UTC+3)
defiant_shell | [h] 55d37ee584 => 79c132f377 | 2024-06-06 05:10:04 (UTC+3)
lance_of_pursuit | [h] 5ca8eac635 => 10df7a764b | 2024-06-06 05:10:04 (UTC+3)
